Type,n,Number,rho,delta,Time,LB,UB,GAP,Max|O|,TreeSize
Variable,20,1,0.25,0.25,1182.187999010086,48.825019904401024,48.84992936216913,0.050991798951083314,46,291
Variable,20,2,0.25,0.25,1391.9631221294403,40.081358066431,40.099105647954715,0.04425929515617439,64,427
Variable,20,3,0.25,0.25,3113.47802901268,53.378398532969875,53.410233628295,0.05960486064652429,739,5144
Variable,20,4,0.25,0.25,3478.9592850208282,41.22828715103124,41.24013041508302,0.028717814256601637,38,362
Variable,20,5,0.25,0.25,1177.116811990738,45.32452641542643,45.34130428095678,0.037003491179653424,82,532
Variable,20,6,0.25,0.25,1118.9298450946808,45.18083560736832,45.19722654801888,0.03626536825914605,52,435
Variable,20,7,0.25,0.25,1326.2079548835754,41.20919874823912,41.22576269035527,0.04017861898774576,50,312
Variable,20,8,0.25,0.25,1868.8139560222626,41.03166356379369,41.052047930386564,0.049654932264129856,85,626
Variable,20,9,0.25,0.25,2563.00976395607,45.59983082981238,45.619342580043494,0.042770783460711635,91,679
Variable,20,10,0.25,0.25,2346.4994900226593,48.12148146368215,48.14205946644098,0.04274433413713095,170,1401
Variable,20,1,0.5,0.5,987.9289588928223,45.82878806359295,45.85795662120926,0.06360631778088986,40,154
Variable,20,2,0.5,0.5,2669.0454699993134,36.274119388541315,36.316755268800804,0.11740002636225852,63,263
Variable,20,3,0.5,0.5,2981.261220932007,47.675594284308154,47.709311882352694,0.07067299173730343,404,1363
Variable,20,4,0.5,0.5,1198.6432230472565,38.93458403749834,38.96691122698556,0.08296061573602954,47,243
Variable,20,5,0.5,0.5,1858.8581109046936,42.26038082232776,42.3063705883786,0.10870647945269668,93,371
Variable,20,6,0.5,0.5,3150.850737094879,41.54448143715273,41.57014932676662,0.06174596442298032,51,181
Variable,20,7,0.5,0.5,1029.6512200832367,38.30168786419637,38.33527848004598,0.08762324725799475,64,266
Variable,20,8,0.5,0.5,1377.4448931217194,37.965852826177034,37.99629570332172,0.08012064487124501,82,394
Variable,20,9,0.5,0.5,1667.8550779819489,41.22529258832264,41.26682512316314,0.10064388214150947,39,202
Variable,20,10,0.5,0.5,3120.4035170078278,42.507017577337834,42.54769176961063,0.0955967070858759,154,686
Variable,20,1,1.0,1.0,1734.6233611106873,40.29065631391655,40.38307950252378,0.22886612349969915,41,106
Variable,20,2,1.0,1.0,1266.1858320236206,32.65480823294901,32.70866276319083,0.16464913479259505,38,115
Variable,20,3,1.0,1.0,3572.5200510025024,40.691109550505814,41.11567711415445,1.0326172240088816,553,944
Variable,20,4,1.0,1.0,908.552081823349,34.758967563725555,34.813624144738284,0.1569976765001349,14,53
Variable,20,5,1.0,1.0,2087.577863931656,37.35233373628759,37.419926033224755,0.1806318293551665,93,259
Variable,20,6,1.0,1.0,1838.2052788734436,35.33529092858998,35.385764099575994,0.14263693965738458,101,226
Variable,20,7,1.0,1.0,2597.190756082535,33.7827026103956,33.8175420658001,0.10302184391966136,51,98
Variable,20,8,1.0,1.0,3424.2579729557037,34.600222801145435,34.67235892520289,0.20805081134823866,170,415
Variable,20,9,1.0,1.0,1291.781517982483,37.63062173732145,37.70539347043458,0.1983051394802735,89,183
Variable,20,10,1.0,1.0,2343.308161020279,35.75806705700229,35.788799214079916,0.08587088070150142,33,83
Variable,25,1,0.25,0.25,3599.064439058304,48.3501434609716,48.594658887646666,0.5031734603599072,1709,10822
Variable,25,2,0.25,0.25,3148.274977207184,51.63175372442397,51.65375431307683,0.04259242904109395,461,3782
Variable,25,3,0.25,0.25,3598.6946098804474,49.69544729710942,50.11343798580181,0.834089029794398,2125,14638
Variable,25,4,0.25,0.25,3349.119701862335,52.52797328806345,52.569886009685206,0.07972762507804239,430,3017
Variable,25,5,0.25,0.25,3599.7148098945618,49.21165720704196,51.27826436935724,4.030181574457184,2875,19147
Variable,25,6,0.25,0.25,3591.4204449653625,50.92341790836983,51.094930252275034,0.335673897700584,1855,11271
Variable,25,7,0.25,0.25,3599.2062559127808,51.86740050684307,53.838074103573206,3.6603716413387533,4001,22816
Variable,25,8,0.25,0.25,3569.4357340335846,52.648497443601784,52.66939605644874,0.03967885415765532,867,6712
Variable,25,9,0.25,0.25,3599.641279935837,47.80031823378509,47.899564124948036,0.20719581268851847,1346,9155
Variable,25,10,0.25,0.25,3599.668846130371,49.86904128049337,50.44633337963304,1.1443687984124966,2167,14510
Variable,25,1,0.5,0.5,3263.061383008957,43.764781583932354,43.84480937916216,0.18252512979982868,536,2089
Variable,25,2,0.5,0.5,2702.6441099643707,46.42358358211545,46.49286021040309,0.14900487510152802,763,2794
Variable,25,3,0.5,0.5,3594.3065588474274,44.66897765241862,44.879312621217906,0.46866798200435433,1552,5203
Variable,25,4,0.5,0.5,2335.0975790023804,48.20494858562304,48.241955746667784,0.07671156874127621,271,1020
Variable,25,5,0.5,0.5,3599.933037996292,43.07810061918417,45.06949552483413,4.418498326773297,2752,7463
Variable,25,6,0.5,0.5,3599.073660850525,46.36574239970629,46.9328115562585,1.2082573742092144,2024,6284
Variable,25,7,0.5,0.5,3599.712651014328,47.8235930428435,50.874963925600014,5.9977848578307915,5073,16961
Variable,25,8,0.5,0.5,3482.484311103821,48.725445504994404,48.76016315713027,0.0712008530898257,510,2344
Variable,25,9,0.5,0.5,2994.509843111038,44.44951829231916,44.51738612239355,0.15245241463144127,685,3288
Variable,25,10,0.5,0.5,3599.943838119507,42.19525174759876,47.109245384185385,10.431059968190992,5146,13454
Variable,25,1,1.0,1.0,3508.769816160202,37.3834146914114,37.432644383512084,0.13151540029153092,159,365
Variable,25,2,1.0,1.0,3588.3085219860077,39.28002800798167,39.52188744051852,0.6119632644084968,364,982
Variable,25,3,1.0,1.0,3598.698725938797,36.693947366862666,37.437811437276665,1.9869325739306873,818,1956
Variable,25,4,1.0,1.0,1369.8139231204987,39.28700224826958,39.35019751737462,0.16059708233264683,53,126
Variable,25,5,1.0,1.0,3374.201864004135,38.379531131206726,38.47873987788791,0.25782743144922043,118,344
Variable,25,6,1.0,1.0,3399.1193878650665,39.26467064507419,39.31930347608426,0.1389465890292227,368,704
Variable,25,7,1.0,1.0,3460.7872500419617,44.03585432524302,44.19299138674219,0.3555700950950144,468,951
Variable,25,8,1.0,1.0,2399.4540009498596,40.01459702583369,40.07855726715216,0.15958718496810023,162,428
Variable,25,9,1.0,1.0,2817.659162044525,35.729247790947475,35.790892545007274,0.17223586693816084,85,185
Variable,25,10,1.0,1.0,3582.583795070648,41.58659275089572,42.18481861275623,1.4181069909344495,1194,2629
Variable,30,1,0.25,0.25,3598.279878139496,53.26310436791874,56.076815920685625,5.017602206135531,3336,18647
Variable,30,2,0.25,0.25,3598.920622110367,49.62657171908516,49.67759876425906,0.1027164082870445,1098,7497
Variable,30,3,0.25,0.25,3392.5816509723663,51.99181626515549,52.08600868497767,0.18084015688716962,1362,9288
Variable,30,4,0.25,0.25,3599.878643989563,53.25129769920762,54.70508904554428,2.6575065897915193,2131,16250
Variable,30,5,0.25,0.25,3591.9299731254578,51.969514824930314,52.208885218253876,0.4584859307432021,1498,10357
Variable,30,6,0.25,0.25,3597.997570991516,52.932398665810325,56.84916072868217,6.889744743224886,5853,21875
Variable,30,7,0.25,0.25,3599.182193040848,52.089879871431606,55.681588566635874,6.450442215573572,5313,21176
Variable,30,8,0.25,0.25,3599.979919910431,56.690027470363155,57.50802358050122,1.4224034477432688,2483,16945
Variable,30,9,0.25,0.25,3531.1580159664154,54.13033230974595,54.15312964740684,0.04209791347115938,790,5288
Variable,30,10,0.25,0.25,3598.761515855789,51.77562157139131,53.481981581204494,3.190532510883737,3041,18540
Variable,30,1,0.5,0.5,3393.9081540107727,50.56936935725017,50.65011101180064,0.15941061714881682,1192,4512
Variable,30,2,0.5,0.5,3317.6902458667755,44.33527104625455,44.49706271166898,0.3636007762193375,742,2847
Variable,30,3,0.5,0.5,3595.54577088356,46.138643939063165,46.60138585422859,0.9929788710853,1415,4319
Variable,30,4,0.5,0.5,3538.103368997574,48.77164067414199,48.89679502101974,0.2559561354153141,588,2234
Variable,30,5,0.5,0.5,3577.354637145996,47.17473888177681,47.42810700045625,0.5342151199013747,995,4325
Variable,30,6,0.5,0.5,3599.6397190093994,47.855768753303124,51.25134296203284,6.625337039938964,5043,16065
Variable,30,7,0.5,0.5,3598.2485880851746,42.6378129558683,49.7370472884283,14.27353395425967,4913,11881
Variable,30,8,0.5,0.5,3362.3365700244904,52.49308560432184,52.66204468368021,0.3208365348767517,1127,4195
Variable,30,9,0.5,0.5,2612.877140045166,49.94900182883129,50.02461337202676,0.1511486808166822,606,2459
Variable,30,10,0.5,0.5,3598.2393369674683,45.65851179190987,47.603504167488936,4.085817650599354,3508,9090
Variable,30,1,1.0,1.0,3395.0847718715668,41.07926743637532,41.353052830283055,0.6620681549954213,650,1150
Variable,30,2,1.0,1.0,3429.291676044464,38.445856627135356,38.51972239378758,0.19176090081100575,201,489
Variable,30,3,1.0,1.0,3015.3871569633484,40.7886266969357,41.7889364648763,2.3937191337266084,534,1418
Variable,30,4,1.0,1.0,2893.453444957733,44.14372812847778,44.185491810911266,0.09451899418073303,730,1433
Variable,30,5,1.0,1.0,2445.2617201805115,39.84628558664414,39.90866422169556,0.1563034901516591,154,378
Variable,30,6,1.0,1.0,3598.67155790329,39.967382702097126,40.13047595598241,0.4064074746189824,731,1473
Variable,30,7,1.0,1.0,3595.9776549339294,32.54816459890321,45.48199289971287,28.437250604494313,7340,9099
Variable,30,8,1.0,1.0,3212.3592870235443,46.86225710204997,46.96251093306382,0.21347630061079498,149,354
Variable,30,9,1.0,1.0,3594.120934009552,43.62903604242119,44.039154015704085,0.9312576102997991,707,1749
Variable,30,10,1.0,1.0,3598.929871082306,36.34002569793291,37.93151524219246,4.195691983560115,1029,1954
